gene,day0_rep1,day0_rep2,day0_rep3,day1_rep1,day1_rep2,day1_rep3,day2_rep1,day2_rep2,day2_rep3,day4_rep1,day4_rep2,day4_rep3,day5_rep1,day5_rep2,day11_rep1,day11_rep2,day11_rep3,day18_rep1,day18_rep2,day18_rep3
COTL1,38519,37659,51571,16862,17022,15634,14860,14758,15730,23691,22937,17990,47891,24296,18889,18933,21252,44902,41642,38606
RP11-61F12.1,2,8,10,57,12,14,4,4,6,14,14,9,14,7,19,11,16,13,22,6
KLHL36,1829,2119,2720,3735,3699,3423,2446,2543,2635,4792,4676,3659,8136,4161,6188,7325,7370,5757,5098,4987
USP10,6211,7812,8564,8504,8450,7898,5375,5123,5266,11465,11155,9120,19044,9148,11102,10725,12949,12974,11615,11163
CRISPLD2,46,38,55,136,109,106,27,37,19,28,24,22,125,67,78,116,112,74,28,63
RP11-254F19.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
AC025280.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
RP11-254F19.4,0,0,2,0,0,0,0,0,0,0,2,0,2,2,4,5,0,2,8,1
RP11-254F19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZDHHC7,2192,2645,3079,3027,2896,2717,1922,1979,2023,3628,3851,2992,6402,3055,3758,3766,4257,4867,4185,3732
KIAA0513,532,550,725,2968,2966,2701,604,663,700,1494,1504,1019,3197,1687,7222,7921,8309,1377,1215,1205
FAM92B,2,6,10,34,22,37,4,0,6,18,18,24,36,15,33,29,36,15,12,10
RP11-442O1.4,0,0,0,2,0,0,0,0,0,0,0,0,2,0,8,2,3,2,0,1
RP11-442O1.3,0,0,0,6,7,2,0,0,0,0,2,0,6,0,2,4,2,2,2,0
AC092275.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CTC-786C10.1,23,19,47,52,49,63,22,33,28,54,54,46,107,37,64,69,93,87,63,69
COX6CP16,0,2,0,6,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0
LINC00311,5,4,4,7,4,4,0,0,0,0,0,1,4,0,2,1,5,0,9,4
MIR5093,2,0,0,1,4,0,0,0,0,0,0,3,1,0,2,0,0,0,0,0
RP11-680G10.1,15,5,12,19,6,13,6,8,7,19,8,6,13,10,15,10,11,11,24,9
AC092377.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LA16c-352F7.1,0,2,0,10,2,4,2,0,0,5,2,2,10,2,10,4,10,2,6,3
RP11-118F19.1,55,64,61,81,83,95,98,97,100,244,254,254,622,294,114,71,161,189,269,246
CTD-2542L18.1,8,0,4,100,12,17,2,1,0,3,21,2,36,11,28,31,36,11,12,12
GSE1,3389,3723,4954,18148,17362,16538,7567,7476,7945,16465,15873,12352,33786,17591,20776,22146,25149,14695,13591,15326
RN7SL381P,23,45,29,99,104,107,33,34,47,104,90,73,156,117,115,100,142,82,47,52
GINS2,3181,3995,4338,3310,3166,3135,1543,1782,1639,5007,4923,4053,5855,2598,2736,915,2938,5269,4595,4215
C16orf74,56,69,96,19,16,33,27,23,44,60,72,56,122,62,19,54,34,87,99,95
RP11-568J23.8,0,0,0,3,2,2,2,0,0,1,0,2,6,0,1,1,1,6,5,2
RP11-568J23.4,0,0,0,2,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
EMC8,1646,1836,2112,1770,1745,1620,991,1008,1188,2279,2241,1884,3444,1830,2273,2663,2561,2460,2466,2236
RNU1-103P,5,6,5,9,5,9,5,8,6,16,15,7,14,5,4,11,26,14,10,12
RP11-568J23.5,41,33,49,67,54,64,7,30,13,66,52,34,87,52,71,75,76,51,39,19
RP11-568J23.6,4,2,6,6,0,3,4,2,2,0,5,3,3,2,3,1,2,2,0,0
COX4I1,6079,6856,8347,10770,10692,10233,5415,5219,6005,12229,11963,9338,21071,10089,13875,14403,16102,12336,11531,11150
RP11-568J23.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
RP11-568J23.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0
RP11-568J23.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,2,0
IRF8,2,0,0,0,0,0,0,8,0,12,4,0,2,6,3,3,0,8,10,15
MIR6774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-542M13.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-542M13.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0
RP11-542M13.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0
RP11-805I24.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0
RP11-805I24.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-805I24.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC01082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-514D23.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-514D23.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
RP11-514D23.1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,1,0,2,0
LINC00917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
RP11-158I3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-158I3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FENDRR,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0
FOXF1,0,0,2,2,0,0,3,6,1,0,7,5,4,8,4,3,0,5,1,0
AC009108.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-463O9.9,10,7,14,38,48,36,10,16,25,48,75,46,172,56,63,89,88,76,35,35
RP11-463O9.1,4,9,6,41,41,28,16,10,18,44,35,22,91,53,50,74,32,52,38,35
MTHFSD,712,729,1006,1988,1845,1788,896,812,926,2080,1883,1585,3620,1789,2251,1950,2418,2402,2074,1790
FLJ30679,8,4,4,9,17,18,8,2,6,7,14,7,16,10,26,14,25,9,6,10
FOXC2-AS1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,2,0
FOXC2,4,9,1,2,8,0,0,0,2,8,1,0,6,0,11,8,7,4,4,4
FOXL1,2,7,7,4,2,0,1,0,12,0,0,1,7,2,6,4,1,2,12,12
RP11-463O9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
AC009108.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
RP11-463O9.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-58A18.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0
RP11-58A18.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2015G9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2015G9.2,17,30,21,0,4,0,8,6,4,2,2,2,28,2,0,2,2,20,20,16
RP11-107C10.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-134D3.1,0,0,0,2,0,0,0,0,0,0,2,0,2,0,1,5,5,0,0,0
RP11-134D3.2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,0,0,0,2
C16orf95,20,21,34,54,47,51,24,18,24,45,65,38,85,34,38,53,60,63,62,42
RP11-899L11.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
RP11-899L11.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0
RP11-178L8.5,0,2,0,1,4,0,0,0,0,2,0,2,4,0,9,5,0,0,2,0
RP11-178L8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0
RP11-178L8.6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
RP11-178L8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-178L8.7,9,10,22,19,14,31,15,10,17,20,17,17,59,22,27,26,33,33,37,44
RP11-178L8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBXO31,1140,1102,1417,2083,1964,1977,1092,1171,1191,2427,2185,1761,3659,1842,2872,3316,3398,2366,2280,2067
RP11-178L8.9,3,7,7,7,4,0,2,1,6,14,9,3,2,4,8,6,7,3,8,4
MAP1LC3B,4866,5979,6217,7361,6904,6858,13346,10424,13110,15072,14002,11575,26491,11462,11025,19836,12793,20628,20051,19213
RP11-178L8.3,4,4,0,6,4,4,11,3,5,10,9,14,10,8,7,22,19,13,6,6
ZCCHC14,3593,4089,5071,7992,8130,7268,3344,3425,3533,8048,7891,5913,12361,6259,12396,15180,14057,8171,7420,6735
RP11-106D4.3,0,0,0,2,1,0,0,3,0,0,2,0,2,2,0,1,0,0,2,0
RP11-106D4.2,14,8,10,64,30,20,15,9,10,33,27,28,36,19,30,48,42,20,21,19
RP11-482M8.1,13,15,16,32,55,47,7,16,9,30,32,25,71,50,56,42,68,28,17,26
RP11-482M8.3,0,0,1,4,6,6,0,6,0,8,0,2,6,4,5,0,7,2,0,0
JPH3,93,77,137,562,577,493,219,220,318,502,443,378,772,396,1523,1729,1799,438,427,395
RP11-278A23.4,19,12,20,37,55,44,17,19,25,45,44,41,88,58,60,35,55,55,45,44
RP11-278A23.1,145,149,236,374,278,242,150,199,179,401,393,342,561,283,414,334,460,527,521,392
KLHDC4,1947,1833,2678,2675,2628,2253,1690,1756,1727,3533,3285,2623,5396,2709,3762,3434,4116,4570,4231,3675
RP11-278A23.2,0,2,2,6,0,2,2,3,4,0,0,8,3,0,3,12,7,0,7,1
RP4-536B24.4,0,0,11,2,0,2,10,2,2,12,4,6,10,7,3,10,0,16,6,11
RP4-536B24.3,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,5,1,0,2,2
SLC7A5,14895,12170,19780,4449,4930,3989,28195,26593,30166,39963,37903,29420,47645,25190,8605,20656,10285,59222,56675,52371
MIR6775,0,0,6,1,0,0,2,4,0,3,4,0,6,0,0,0,0,0,1,1
RP4-536B24.2,0,0,0,0,0,0,0,0,0,4,7,0,5,1,0,0,2,3,5,2
CA5A,0,0,0,1,2,0,0,0,0,1,2,2,1,1,14,12,4,0,1,1
GS1-21A4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS1-21A4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-3057O21.1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,2,0
BANP,528,519,770,855,947,830,595,536,612,1083,1076,782,1800,887,1276,1347,1448,1342,1296,1093
RP11-863P13.5,0,0,0,2,1,0,0,0,0,2,0,3,0,0,4,0,4,1,0,2
RP11-863P13.6,2,1,0,1,0,0,0,2,1,0,0,2,3,0,4,1,3,2,3,1
RP11-863P13.4,2,0,6,9,6,18,5,2,7,22,11,17,18,12,20,22,15,6,12,10
RP11-863P13.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-863P13.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-863P13.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LA16c-444G7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LA16c-444G7.1,0,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0
ZNF469,88,50,124,16,19,30,67,59,97,43,68,44,117,78,43,54,47,138,141,163
ZFPM1,393,283,546,698,762,587,330,387,469,832,771,653,1252,662,880,1002,971,896,916,794
MIR5189,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
RP11-21B21.4,3,6,9,15,15,8,2,4,16,6,12,10,30,10,17,16,19,24,22,16
ZC3H18,3795,3620,5327,5904,5795,5565,3661,3670,3985,7746,7613,5792,12278,6053,7223,6788,8539,9505,8637,7598
IL17C,2,4,4,7,1,0,4,4,2,9,1,0,14,4,7,23,9,7,16,7
CYBA,56,52,96,124,68,72,98,111,86,138,127,123,237,135,108,678,152,217,226,200
MVD,11425,9390,16132,8620,8851,7563,5625,5795,6421,9874,8642,7040,14087,8130,11709,22765,13478,15165,13568,11827
SNAI3-AS1,169,153,187,473,400,341,173,234,179,332,305,293,721,323,588,488,643,497,451,379
SNAI3,20,21,29,159,81,73,43,63,48,71,81,52,174,80,141,114,155,98,96,79
AC138028.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNF166,738,651,1107,1013,1188,1109,584,727,773,1529,1438,1054,2085,1127,1484,1645,1790,1568,1491,1393
RP5-1142A6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTU2,869,752,1181,898,795,753,544,580,598,1133,1073,802,1637,949,1049,1080,1301,1449,1398,1128
RP5-1142A6.10,19,15,26,6,17,4,13,8,11,15,21,20,41,13,24,17,30,27,38,24
PIEZO1,2005,1712,2664,656,540,485,2586,2427,2610,3227,2839,2359,4585,2329,561,864,565,5911,5429,4638
MIR4722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP5-1142A6.9,22,46,65,19,13,20,67,79,55,87,76,79,127,61,13,15,15,140,112,110
RP5-1142A6.2,28,37,49,70,63,41,34,36,41,38,90,50,131,72,69,45,67,75,107,58
RP5-1142A6.7,0,0,0,8,1,0,0,0,0,2,1,0,3,1,2,2,1,4,0,0
RP5-1142A6.8,3,2,9,17,25,23,4,6,2,12,21,12,19,17,37,22,46,10,7,2
CDT1,2171,1809,3118,2483,2771,2136,1895,2428,2408,4722,4530,3316,4531,2536,2087,1895,2320,5608,4805,4324
APRT,1582,1376,2076,1530,1719,1513,935,1082,1018,2482,2435,2040,3947,1924,1493,1270,1848,2549,2598,2189
GALNS,448,550,768,1362,1300,1244,706,743,792,1405,1527,1140,2517,1427,1962,2397,2257,1976,1921,1580
AC092384.1,0,0,1,3,2,0,0,0,3,2,0,0,0,0,4,2,0,7,2,0
TRAPPC2L,1157,1239,1641,1930,2046,1827,874,1009,1078,2311,2148,1750,3485,1803,2517,2241,2825,2467,2256,2050
PABPN1L,0,0,0,3,2,6,0,0,0,0,2,0,4,0,13,19,11,0,1,0
CBFA2T3,8,2,14,474,464,417,74,71,67,191,241,143,442,248,843,1147,1129,119,98,107
RP11-830F9.5,1,0,0,7,8,7,0,0,0,0,0,3,11,6,15,6,20,0,2,4
RP11-830F9.7,0,2,0,15,12,6,4,4,4,6,8,5,26,7,22,28,30,2,10,0
RP11-830F9.6,0,0,0,5,7,9,2,2,0,0,0,4,3,3,17,6,23,0,4,0
CTD-2555A7.1,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
CTD-2555A7.2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
ACSF3,862,869,1153,1601,1575,1354,829,859,964,1669,1722,1395,2881,1434,1996,1967,2294,2412,1961,1895
CTD-2555A7.3,8,1,4,22,1,6,2,0,4,2,1,7,6,8,16,7,15,0,21,0
LINC00304,11,6,11,60,41,29,29,19,24,48,80,50,146,86,69,104,113,45,50,29
RP11-46C24.3,1,0,0,0,2,1,0,0,0,1,0,5,4,1,0,2,1,8,1,1
CDH15,2,2,4,39,24,23,8,5,7,19,19,3,12,10,68,23,54,12,20,19
SLC22A31,28,20,31,9,21,12,29,18,42,77,74,69,127,72,12,2,16,88,100,70
RP11-46C24.7,123,150,187,506,535,454,167,159,181,441,392,316,965,487,537,374,724,415,422,365
ZNF778,1350,1660,1848,4131,4109,3799,1080,1218,1132,3401,3360,2609,5709,2951,6188,6338,7081,2953,2832,2586
RP11-46C24.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANKRD11,17464,17850,24643,23585,23457,21520,19032,18736,19102,39245,37818,29743,55192,29110,29912,35208,35251,48015,44757,40469
AC137932.4,131,108,202,186,167,134,92,96,67,223,217,166,315,173,217,277,287,193,184,185
AC137932.5,104,90,160,234,167,198,84,81,105,176,145,150,358,174,230,143,247,202,178,162
AC137932.6,11,20,14,23,6,7,6,5,1,3,7,3,9,2,5,5,7,6,19,6
RP1-168P16.2,4,0,8,20,12,1,1,0,0,2,2,4,7,10,3,3,19,3,17,0
RP1-168P16.1,3,1,7,18,2,1,6,2,5,3,6,6,9,0,11,11,2,4,12,5
RNU6-430P,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2
RP1-168P16.3,0,0,1,12,4,2,2,0,0,0,4,5,0,0,10,8,1,0,15,1
SPG7,4737,4755,6868,8016,7542,7303,4279,4604,4417,10692,10636,8280,17342,8863,10056,8968,11493,10681,9488,8885
RP11-104N10.1,17,18,35,76,85,57,21,23,22,58,58,55,106,69,85,93,103,49,51,53
RP11-104N10.2,507,553,771,795,337,462,293,231,239,485,503,392,915,467,620,890,643,667,806,499
RPL13,25202,24275,34323,64582,68620,63111,30658,34955,37123,84136,78308,60645,110819,57238,75624,88542,91829,68554,63979,56378
SNORD68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CPNE7,65,83,127,62,44,52,156,192,182,209,201,160,282,152,160,189,174,241,219,259
DPEP1,0,0,0,6,17,6,2,3,4,5,4,2,6,3,9,8,11,10,22,7
CHMP1A,4175,3793,5854,6730,7122,6347,3480,3730,3885,8278,7963,5832,12260,6672,9243,10532,11059,8709,8045,7473
SPATA33,595,707,941,1255,1118,1074,428,471,524,1259,1218,978,1783,891,1596,1559,1753,1198,1019,987
CDK10,2346,2173,3316,3563,3538,3318,2132,2210,2205,4493,3980,3167,6882,3711,5009,4723,5451,4739,4144,3642
RP11-368I7.4,39,48,49,57,26,35,26,30,25,78,59,37,71,36,73,62,51,56,67,68
RP11-368I7.6,15,6,10,37,26,21,4,15,14,14,31,15,36,23,31,39,36,20,23,19
SPATA2L,532,402,727,712,763,694,590,544,656,1010,945,743,1553,851,1446,1732,1557,1095,1094,1034
VPS9D1,798,699,1141,1844,1839,1807,941,1002,1083,2007,2025,1490,3309,1775,2846,2533,3319,2254,2292,1969
VPS9D1-AS1,75,69,82,152,114,88,90,62,113,123,146,104,292,129,195,158,195,179,192,131
ZNF276,607,653,894,1399,1194,1161,609,640,671,1237,1228,893,2161,1200,1866,1536,2135,1496,1361,1190
FANCA,3151,3756,4248,2894,2570,2585,2025,2302,2255,4327,4325,3653,5274,2725,2837,1171,3119,5659,5052,4307
SPIRE2,584,638,840,1835,1676,1551,725,798,765,1939,1868,1456,3011,1775,2900,2799,3268,2022,1926,1730
TCF25,4142,4399,6204,8060,7828,7234,3649,3789,3775,7859,7885,6212,13359,7089,11077,10078,12864,8598,7680,7018
RP11-566K11.7,3,5,2,5,3,6,3,4,3,3,2,3,4,0,9,15,11,7,3,6
MC1R,282,278,389,785,654,733,409,433,380,1144,1056,876,1599,915,1082,1341,1287,1048,860,776
TUBB3,29017,23668,39985,96317,101187,87955,21553,24263,24952,55132,51468,37450,98444,58423,119497,118367,141984,50935,47399,43886
RP11-566K11.4,2,0,3,4,8,0,0,0,4,2,5,6,3,5,3,1,10,0,3,3
DEF8,2026,1870,2745,3820,3828,3540,2491,2608,2772,5155,5055,3908,8755,4651,5596,5770,6395,6018,5383,4786
CENPBD1,133,172,189,414,346,350,310,282,258,693,548,449,986,479,517,594,548,591,513,510
RP11-566K11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFG3L1P,1617,2030,2356,2835,2679,2471,1408,1442,1414,3268,2911,2396,5022,2370,3297,3165,3742,3358,2895,2817
DBNDD1,255,174,423,636,631,619,222,227,228,511,466,375,1251,614,1687,2500,2024,472,390,406
GAS8,26,17,32,105,105,110,39,21,29,61,70,48,154,88,396,425,332,83,58,36
GAS8-AS1,0,0,0,6,3,1,2,2,0,0,3,5,10,6,14,20,18,5,0,3
URAHP,0,1,0,9,3,6,6,3,0,2,0,2,5,1,24,36,34,4,7,6
PRDM7,0,0,3,0,0,1,0,2,0,0,1,2,2,3,2,4,0,3,3,2
TUBB8P7,4,0,9,0,0,2,1,0,0,4,1,1,3,4,1,4,2,1,0,0
FAM157C,40,49,62,128,133,114,44,42,56,138,91,118,244,138,185,190,183,164,138,147
RP11-356C4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
RP11-356C4.5,10,7,5,21,35,25,10,11,8,23,18,28,40,28,37,40,54,41,24,26
RNU6-355P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-356C4.6,2,1,2,1,3,2,1,0,0,2,2,2,6,5,8,5,7,7,2,2
AC137934.1,26,26,28,101,95,85,57,41,38,99,72,81,151,66,158,163,186,104,100,93
RP11-1228E12.1,111,144,198,253,260,245,114,100,101,300,270,251,512,214,349,288,385,336,308,257
RP11-1228E12.2,7,10,8,17,18,10,6,11,8,13,5,21,38,13,25,22,25,14,36,11
SCGB1C2,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
DOC2B,14,11,15,246,232,260,41,35,49,130,84,68,356,212,818,1292,1030,56,50,72
AC108004.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
AC108004.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
RPH3AL,92,89,129,93,117,74,145,96,120,175,186,159,339,186,74,99,79,263,264,275
RP11-1260E13.1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,0,0,0,0
RP11-1260E13.4,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,3,4,0,0,0
RP11-1260E13.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0
RP11-1260E13.3,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
AC108004.3,0,0,0,4,0,0,0,0,0,2,4,0,5,0,0,0,2,3,4,2
C17orf97,57,43,66,155,105,95,49,39,45,110,123,103,246,129,189,293,240,122,132,99
FAM101B,1139,1158,1432,540,562,464,682,723,837,1375,1434,1108,1851,1050,676,694,814,1904,1862,1702
RP5-1029F21.3,2,1,0,5,3,1,2,1,0,4,4,4,9,6,3,12,8,7,6,4
VPS53,2478,2850,3311,6970,6341,5884,2600,2472,2678,6259,5647,4921,10768,5715,9883,10640,10982,6299,5633,5419
RP5-1029F21.4,2,0,2,3,0,0,4,4,0,2,6,2,4,5,1,11,8,6,1,4
RP5-1029F21.2,0,2,0,4,3,0,0,6,0,1,4,0,3,3,3,4,2,0,4,0
RP11-411G7.2,2,0,0,11,0,0,2,0,0,2,0,2,2,0,0,2,2,1,2,2
RPS4XP17,0,7,2,6,9,10,4,1,6,11,10,9,21,12,5,27,20,10,9,1
FAM57A,1291,1525,1753,1159,1185,1080,889,896,932,1929,1857,1500,2795,1339,1733,2631,1965,1816,1841,1667
GEMIN4,2227,2516,3031,2595,2495,2169,1312,1462,1374,3117,2841,2519,4814,2382,3350,2935,3812,3586,3322,2898
DBIL5P,38,43,38,136,75,106,30,39,33,90,64,39,160,78,164,164,154,100,105,95
GLOD4,3630,4946,5082,5439,5452,5209,3008,2770,2950,6734,6534,5459,11683,5345,7103,7391,8433,7027,6211,5852
RP11-676J12.4,16,14,24,69,22,28,10,11,9,41,45,16,40,21,42,25,40,33,35,29
AC087392.1,0,0,4,8,0,0,0,0,0,2,1,0,2,0,3,1,3,0,1,0
RNMTL1,416,462,635,630,593,528,320,340,327,775,765,577,1168,595,784,813,917,816,768,647
RP11-676J12.8,19,34,49,77,73,98,32,40,34,77,93,63,129,95,122,117,108,126,100,52
RP11-676J12.9,26,39,52,116,101,71,23,41,43,91,73,66,130,68,121,110,128,133,127,93
NXN,5398,5278,7249,10731,10744,9736,4621,5337,5197,11350,11290,8784,17378,9206,10816,7515,12109,13555,12638,11584
RP11-676J12.6,4,2,0,37,4,11,0,0,6,4,8,2,8,6,15,3,11,4,12,0
RP11-676J12.7,5,0,0,23,9,6,4,0,3,2,2,1,14,4,12,8,12,1,17,5
RP11-356I18.1,0,0,2,29,3,2,0,1,0,0,0,2,2,5,9,8,6,0,8,2
AC015884.1,6,4,1,14,13,10,6,3,7,16,13,9,26,10,24,5,26,10,5,17
TIMM22,1281,1437,1625,1790,1748,1565,1026,975,1027,2020,1974,1729,3371,1739,2368,2106,2659,2228,2255,1980
ABR,4063,4162,5654,8122,7847,7371,3661,4036,3996,7368,7047,5664,13685,7062,12641,13894,15022,9649,8998,8443
MIR3183,0,0,0,0,0,0,0,2,0,0,0,1,2,0,0,2,0,0,0,0
RP11-216P6.2,0,2,0,3,1,0,0,0,0,0,0,0,1,0,2,5,1,0,3,0
AC016292.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0
AC144836.1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,2
BHLHA9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
TUSC5,6,2,2,40,51,60,4,8,5,32,22,24,88,39,44,23,38,14,26,12
YWHAE,39366,49564,52309,60166,57025,54937,29441,29620,29716,62611,61801,48386,107486,52139,75646,71171,87485,71193,65427,61813
RP11-818O24.2,5,2,2,16,1,2,5,0,4,1,0,3,6,2,9,8,11,0,0,4
CRK,4918,6297,6684,7309,7326,6879,4828,4655,4663,9842,9307,7571,14692,7071,10792,12812,12702,10611,9681,9698
RP11-818O24.3,24,15,26,34,10,10,11,5,1,22,21,22,25,19,30,20,42,24,16,17
MYO1C,3196,3074,4383,1820,1776,1748,3223,3380,3486,4706,4608,3613,6334,3198,2181,2391,2511,6871,6254,6149
INPP5K,570,677,782,1493,1580,1373,787,724,876,1736,1667,1251,3091,1605,2209,2184,2530,1813,1776,1661
PITPNA-AS1,77,42,63,78,123,98,74,53,71,156,147,119,211,116,114,103,146,162,159,147
PITPNA,4842,6084,6549,7914,8331,7700,4151,3969,4167,9597,9228,7390,15997,7739,12682,12309,14434,10112,9402,8989
SLC43A2,1374,1100,1873,16809,17808,15327,4250,4774,4873,15502,16078,11702,26417,14089,20834,19707,24783,11404,11024,9553
RN7SL105P,0,0,0,11,2,8,0,0,0,0,4,0,2,2,0,4,6,2,0,0
SCARF1,111,97,159,146,127,117,62,57,49,105,131,98,205,94,215,250,276,165,156,107
RILP,40,38,63,127,96,85,34,39,42,62,73,75,152,77,167,128,127,94,121,106
PRPF8,29960,34845,41224,48939,45153,43100,23169,23004,22783,49868,46496,36543,83578,41492,56657,53794,66237,61140,54196,51145
RP11-961A15.3,3,1,0,2,0,0,1,1,0,0,2,2,4,1,2,0,3,4,3,4
TLCD2,123,140,175,180,207,163,653,538,603,1000,937,746,1206,585,281,373,363,1095,971,1023
MIR22HG,429,547,578,310,297,328,303,216,247,335,345,281,750,306,467,506,559,599,573,551
MIR22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WDR81,665,548,959,1457,1471,1202,788,760,929,1548,1580,1231,2609,1537,1891,1912,2236,1844,1798,1485
RP11-961A15.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SERPINF2,0,2,2,5,2,1,0,2,8,12,11,3,18,19,16,49,19,9,9,19
